qid,qstr,candidates,cnt
295,bladder,"['396611', 'M17863610', '438561', 'C951979837', 'C951969490', 'C952546472', 'SKH043183298', '639257', 'M29646022', 'C952542737', 'M17864755', 'M18741249', 'M29117159', 'C952592939', '526312', '1126142', 'M18894580', 'M1636226', '143855', 'M4160850', 'M18912030', 'M13213055', 'M13096355', 'M8518667', 'SKH348750625', '69965', '320320', 'M7110387', '284115', 'KUP14076', 'M23610712', 'NLM101501442', 'SKH390377015', 'SKH390377376', 'M18135672', 'M13312533', 'M13695935', 'M763128', 'M5944649', 'M14092291', 'M14119682', 'M13054978', 'THIEME10_1055_s_2008_1044147', 'M14485781', 'M6032806', 'M13655407', 'M15947681', 'M14805058', 'M20258799', 'NLM101668567', 'M20261371', 'NLM9305303', 'NLM8302421', 'NLM9708957', 'SKH371419158', 'M13381017', 'M13497128', 'M5581473', 'M5171034', 'M4135508', 'M7781515', 'M7946577', 'M2271841', 'M3636961', 'C951888820', 'C951883342', 'C951969666', 'C952014027', 'C951973964', 'C952166453', 'C952288749', 'C952541138', 'C952117087', 'NLM26152390R', 'SKH010161872', 'SKH212955292', 'C952083491', 'C952183824', 'C952323295', 'M13406501', 'C952530026', '363152', '649444', 'KARGEREUR1998033S04013', 'C952632219', 'KARGERGOI19000110061047', 'C952115074', 'C952219837', 'M20316483', 'M17864826', 'M18740576', 'M27321156', 'M23165401', 'C952210076', 'C952558629', 'M28976501', 'M18104283', 'EZB231813', 'SVM830136169', '1122218']",100
296,katzung,"['238939', '295875', '204528', '194962', '125829', '1011088', 'B3695065', '1013811', '1050996', 'SKH045051151', '1035004', '118589', 'NLM101233901', 'NLM101466382', 'NLM101668022', 'NLM101127634', 'NLM101545258', 'B2069839', 'NLM9009060', 'NLM9205439', 'NLM9312189', 'NLM9510243', 'SKH040481166', 'SKH127648747', 'SKH042918650', 'SKH510124291', 'SKH236139061', 'SKH388807296', 'SKH216645018', 'TIB388807296', 'TIB510124291', 'TIB495847976', 'BASE::ftgfzpotsdam:oai:gfz-potsdam.de:escidoc:232069', 'TIB236139061', 'ULIDAT02171769', 'SKH817898859', 'TIB127648747', 'BASE::ftgfzpotsdam:oai:gfzpublic.gfz-potsdam.de:item_232069', 'SKH025458655', 'TIB025458655', 'NLM8803293', 'NLM8803549', 'SKH040621480', 'TIB040621480', '301761', 'NLM101613456', 'M364225', 'SKH127506896', 'TIB363114300', 'ZBW549306536', 'M13476354', 'TIB127506896', 'TIB728323559', 'SOMED574493', 'TIB027473279', 'M13784250', 'M13302462', 'M14195597', 'M6071389', 'M8272001', 'SOMED586076', 'M5831046', 'M5928256', 'M1237872', 'M4951486', 'M5642851', 'M995996', 'M896831', 'M4299762', 'M4383426', 'M14200345', '729125', '806272', '763918', '690218', '879213', 'AGRICOLACAIN739220949', 'ELFISE19462', 'M1529620', 'M8332099', 'M6289345', 'ULIDAT00565198', 'M334262', 'M693543', 'M896832', 'M896833', 'M1178691', 'M5302502', 'M6494142', 'M6250151', 'M7403145', 'M7255465', 'M14185242', 'C723740', 'M4273324', 'M6051417', 'M12472363', 'M4744847', 'M4822921', 'M5426843']",100
297,welsch,"['SKH015536807', 'SKH043252605', 'ZBSPORT008185358', 'M16561239', 'THIEME10_1055_s_0041_110852', 'C952105724', 'TIB014607786', 'TIB022103872', 'B54865', 'BVL629777934', 'SKH629777934', 'SKH803508662', 'SVM023688750', 'TIB023688750', 'SKH023688750', 'VTI023688750', 'JKI023688750', '604594', 'C951861610', 'C951863069', 'C952637599', 'AGRICOLACAT30944293', 'C952055474', 'C952011354', 'C951954889', 'C952041246', 'C951926654', 'C952171361', 'C952161094', 'C952315332', 'C952136292', 'C952236861', 'C952315827', 'NLM8906114', 'NLM9109519', 'NLM2427019R', 'SKH249582708', 'NLM101224568', 'SKH163496382', 'SKH012693685', 'SKH010797939', 'SKH12173143X', 'SKH020922957', 'SKH019089333', 'SKH046273387', 'SKH252257456', 'SKH496571613', 'SKH227021541', 'SKH145563073', 'SKH046273549', 'SKH216303389', 'SKH342498878', 'SKH141277939', 'SKH36637866X', 'SKH379742071', 'SKH015175596', 'SKH124275354', 'SVM715239783', 'TIB025880179', 'TIB123864127', 'TIB131543229', 'TIB163496382', 'TIB024793345', 'TIB046273549', 'TIB118303791', 'SKH193363038', 'TIB496571613', 'TIB216303389', 'TIB020922957', 'CC_BIBNET_psch9925944105801791', 'TIB02579048X', 'SKH02579048X', 'TIB195937554', '992673', 'ULIDAT02149729', 'ULIDAT02041714', 'SKH600413632', 'SKH25345753X', 'SKH715239783', 'SKH717451925', 'SKH539431699', 'TIB812508513', 'SKH812508513', 'AGRISBE2014108926', 'AGRISBE2014108925', 'MRI02334122X', 'ZBW270530819', 'TIB02334122X', 'ZBW446671770', 'AGRISBE2014109169', '415332', '229360', '169245', '253536', '273029', '91024', '545040', 'KARGERGOI1934097004197', 'ZBSPORT017470354', 'ZBSPORT008086653']",100
298,labormedizin,"['155151', 'SKH338801995', 'SKH623674831', 'SKH170749207', 'C952061477', '351314', '57123', 'JKI130230936', 'C952082592', 'C952043102', 'C952208525', 'C952444550', 'C952106639', 'SKH160307678', 'SKH124006809', 'SKH182573117', 'C952313413', 'IPK324874952', 'C952710298', '731309', 'THIEME10_1055_s_0037_1616904', 'C952192463', 'IPK130230936', 'FLI130230936', 'SVM130699861', 'IPB130230936', 'C951981255', 'HECLINETHN49717', 'HECLINETHN49080', 'SKH494453001', 'SKH511982860', 'SOMED307220', 'CC_BIBNET_bibnet19519', 'C603202', '1052438', 'FLI022992626', 'SVM022992626', 'BVL022992626', 'HECLINETHN07114', 'C951895887', 'C952025745', 'C951936912', 'C951928507', 'C952217225', 'C952241477', 'C952356837', 'C640288', 'C530805', 'C494696', 'C534708', 'C952490147', 'SKH242340237', 'SKH141059184', 'SKH026145324', 'SKH09006268X', 'TIB13042434X', 'B462196', 'B462198', 'C952181865', 'C952181866', 'C952687089', 'C952687092', 'C952687100', 'C952687093', 'C952710666', 'C952710662', 'C952710659', 'C952710649', 'C952710657', 'C952710653', 'FLI027141500', 'C952726138', 'C952726149', 'C952726147', 'ZBSPORT012978145', '1114127', 'C952467585', 'C952474055', 'C952730236', 'C952730241', 'C952681639', 'C952681629', 'C952681643', 'C952681641', 'C952681637', 'C952681635', 'C952681636', 'C952681632', 'C952681648', 'C952716490', 'C952716488', 'C952716481', 'C952716480', 'C952716491', 'C952658202', 'C952658204', 'C952658205', 'C952658207', 'C952658201', 'C952658208']",100
299,shared AND decision AND making,"['C952362116', 'C952264433', 'C952413730', 'C952504032', '686787', 'C952115534', 'NLM101221702', 'M26743794', 'M24485139', 'C952681093', 'M32000205', 'M31639202', 'M30264634', 'M19230062', 'M32024424', '478132', 'M30002003', 'M244031', 'M24257086', 'M31000572', 'M21427038', 'M28742899', 'M30862613', 'M15741523', 'M26690996', 'M28245317', 'M28245314', 'M32449650', 'NLM9807443', 'M17921449', 'M30815896', 'M26667318', 'C952228553', 'M31059294', 'M30933240', 'M31389379', 'M30768467', 'M31556799', 'M2594236', 'M31694502', 'M31694503', 'M26340249', 'M23857495', 'M24570256', 'M31951321', 'M31173112', 'M31345437', 'M33076632', 'ETHMED15653', 'M31639209', 'C800725', 'C952487434', 'M23260356', 'C952626735', 'DNB98516025X', 'SKH547520875', 'SKH592589641', 'SKH817390367', 'TIB817390367', 'M31941650', 'BASE::ftdoajjournals:oai:doaj.org/journal:cd93bd017c104c5b83d9835e3c038dc2', '515909', 'M31880619', 'M23195063', 'DNB106486872X', 'M19626169', 'M26113986', 'M31789051', 'C952004145', 'M31815816', 'M27187218', 'M23211943', 'M28790140', 'M32033977', 'M28698177', 'M28438830', 'DNB999890573', 'M7993471', 'M28245321', 'M32960239', 'M28119428', 'C952017130', 'M31098202', 'M27490756', 'CC_BIBNET_bibnet17913', 'M33036106', 'M33017375', 'M33229328', 'M32170548', 'M31343669', 'M32052910', 'M33051858', 'M16550653', 'M30326000', 'M26158806', 'M20695095', 'M24046930', 'M27398058', 'M31117875', 'M30869317']",100
300,pflegeberatung,"['C951854180', 'C952011862', 'C951995410', 'C952285753', 'C952460237', 'C952104956', 'C524700', 'C604482', 'C951988449', 'C952041489', 'CC_BIBNET_rudolfiner39617', 'CC_BIBNET_rudolfiner40102', 'CC_BIBNET_rudolfiner44115', 'CC_BIBNET_bibnet2019', 'CC_BIBNET_bibnet17363', 'CC_BIBNET_rudolfiner36884', 'CC_BIBNET_rudolfiner40590', 'CC_BIBNET_rudolfiner52102', 'CC_BIBNET_rudolfiner58289', 'CC_BIBNET_rudolfiner51184', 'CC_BIBNET_rudolfiner36499', 'CC_BIBNET_rudolfiner39262', 'SKH747750173', 'EGMS13dgpw58', 'C784556', 'C752894', 'C952026616', 'C770587', 'C952083104', 'C951967656', 'C951994099', 'C952291331', 'C952335949', 'C952355516', 'C952400734', 'C952166258', 'C543615', 'C952528647', '1040931', 'C952043533', 'C952254197', 'C952254196', 'C952027636', 'C952197230', 'CC_BIBNET_rudolfiner40290', 'C952531028', 'CC_BIBNET_rudolfiner42014', 'CC_BIBNET_rudolfiner36481', 'CC_BIBNET_rudolfiner41785', 'SKH729459454', '857682', 'CC_BIBNET_bibnet5402', 'CC_BIBNET_rudolfiner57881', '1095319', 'CC_BIBNET_rudolfiner50733', 'CC_BIBNET_rudolfiner44934', '764356', 'CC_BIBNET_rudolfiner58408', 'CC_BIBNET_rudolfiner57331', 'HECLINETHN200444', 'CC_BIBNET_bibnet27713', 'C952564714', 'CC_BIBNET_bibnet29987', 'C951976645', 'C952300986', 'C952020427', 'CC_BIBNET_rudolfiner40515', 'CC_BIBNET_rudolfiner51359', 'CC_BIBNET_rudolfiner57649', 'CC_BIBNET_rudolfiner55585', 'CC_BIBNET_rudolfiner41920', 'CC_BIBNET_rudolfiner55586', 'CC_BIBNET_rudolfiner35519', 'CC_BIBNET_rudolfiner35525', 'CC_BIBNET_rudolfiner50682', 'CC_BIBNET_bibnet8758', 'CC_BIBNET_rudolfiner56724', 'CC_BIBNET_rudolfiner41622', 'C952077698', 'C752893', 'C725781', 'C784555', 'C952009764', 'C951974334', 'C726970', 'C952299507', 'C952405854', 'C952189204', 'C952285650', 'C952329739', 'C594591', 'NLM101211503', 'C44596', 'C49937', 'CC_BIBNET_rudolfiner40018', 'CC_BIBNET_rudolfiner39508', 'CC_BIBNET_rudolfiner36340', 'CC_BIBNET_rudolfiner44665', 'CC_BIBNET_rudolfiner56085', 'CC_BIBNET_rudolfiner56905']",100
301,das AND krankenhaus,"['57088', 'EZB111005', '51826', 'C952714558', 'C952719471', '150305', 'C952012642', 'C952004867', 'THIEME10_1055_s_0029_1243482', 'THIEME10_1055_s_2007_968035', 'THIEME10_1055_s_0030_1253269', 'C536720', 'SOMED387283', 'HECLINETHND_1_72_03503', 'NLM18210260R', '154434', 'C765102', 'C951910682', 'C791047', 'C816266', 'C791042', 'C601314', 'C599971', 'C658935', 'C608332', 'C536723', 'C587213', 'C952288196', 'C952351146', 'C952736380', 'C952558875', 'SOMED314128', 'SOMED408521', 'SOMED461045', 'SOMED553455', '726004', '466', '203732', 'C951886075', 'C951955520', 'C952602319', 'C952628153', 'C952592325', '408779', '30068', 'EZB91657', 'C951887342', 'EZB231623', 'EZB33307', 'EZB97843', 'SKH344853462', 'SKH344853497', 'SKH344853438', 'SKH344853454', 'TIB17444852X', 'ULIDAT02368882', 'ULIDAT02263732', 'EZB269186', 'SKH816201420', 'SKH815886527', '557429', 'SOMED314127', 'SOMED314125', 'SOMED314130', 'SOMED604781', '307174', '282173', '369764', '47780', 'C951886597', 'C952273348', 'C952421336', 'C952183488', 'C952505179', 'C952497828', 'C952473649', 'C952532603', 'C952515503', 'C952719475', 'C952719479', 'C952592380', 'C952565276', 'C952716158', 'C952733107', 'C952351144', 'HECLINETHN57068', 'HECLINETHNI_Z_69_04984', 'ZBW197017797', '346042', 'C951955518', '146940', 'HECLINETHN56887', 'HECLINETHND_Z_69_02813', 'HECLINETHN59878', 'C952517479', 'C952276536', 'C952288201', 'SOMED306092', 'SKH623749661', 'HECLINETHND_Z_69_02370']",100
302,pflegeplanung,"['CC_BIBNET_rudolfiner47140', 'THIEME10_1055_s_0030_1263002', 'CC_BIBNET_careum105546', 'CC_BIBNET_rudolfiner48033', 'CC_BIBNET_rudolfiner51872', 'CC_BIBNET_rudolfiner48525', 'C758350', 'CC_BIBNET_rudolfiner38345', '912225', 'C21956', 'C952081965', 'CC_BIBNET_rudolfiner49390', 'THIEME10_1055_a_0754_6450', 'THIEME10_1055_a_0717_7286', '658607', 'CC_BIBNET_rudolfiner52690', 'CC_BIBNET_rudolfiner54243', 'CC_BIBNET_rudolfiner47891', 'CC_BIBNET_rudolfiner37972', 'CC_BIBNET_rudolfiner39925', 'CC_BIBNET_rudolfiner50214', 'CC_BIBNET_rudolfiner42546', 'CC_BIBNET_rudolfiner41676', 'CC_BIBNET_rudolfiner42571', 'CC_BIBNET_rudolfiner49192', 'CC_BIBNET_rudolfiner44399', 'CC_BIBNET_rudolfiner41747', 'CC_BIBNET_rudolfiner49304', 'CC_BIBNET_rudolfiner46135', 'CC_BIBNET_rudolfiner43365', 'CC_BIBNET_rudolfiner40729', 'CC_BIBNET_bibnet14544', 'CC_BIBNET_rudolfiner36989', 'CC_BIBNET_rudolfiner43218', 'CC_BIBNET_rudolfiner41068', 'CC_BIBNET_bibnet873', 'CC_BIBNET_rudolfiner51166', '102159', 'CC_BIBNET_rudolfiner44361', 'CC_BIBNET_rudolfiner43033', 'C952071721', 'C501137', 'C816705', 'CC_BIBNET_rudolfiner43699', 'CC_BIBNET_bibnet14548', 'CC_BIBNET_rudolfiner38315', 'HECLINETHN65688', 'HECLINETHN66659', 'C951969985', 'C952191272', 'C952200911', 'C28910', 'C618759', 'C45632', 'NLM8901393', 'NLM9716953', 'SKH220959080', 'C951905446', 'CC_BIBNET_rudolfiner38780', 'CC_BIBNET_rudolfiner49249', 'CC_BIBNET_rudolfiner49433', 'CC_BIBNET_rudolfiner42761', 'C952180323', 'SKH022469028', 'C604472', 'C729922', 'C951936745', 'C951942909', 'C750592', 'C951932524', 'C714691', 'CC_BIBNET_vtls001271438', 'CC_BIBNET_rudolfiner50806', 'THIEME10_1055_a_0740_7815', 'THIEME10_1055_s_2002_35196', 'THIEME10_1055_s_2002_32155', 'CC_BIBNET_vtls000877356', 'CC_BIBNET_vtls000883007', 'CC_BIBNET_rudolfiner38344', 'CC_BIBNET_rudolfiner48122', 'CC_BIBNET_vtls000873195', 'CC_BIBNET_vtls000873196', 'CC_BIBNET_rudolfiner46707', 'CC_BIBNET_rudolfiner42994', 'CC_BIBNET_rudolfiner53511', 'CC_BIBNET_WEG1330', 'CC_BIBNET_vtls001462782', 'CC_BIBNET_WEG1022', 'CC_BIBNET_bibnet9065', 'SKH801004020', 'SKH774824603', 'SKH488656796', '308855', 'CC_BIBNET_rudolfiner37948', 'CC_BIBNET_rudolfiner55910', 'SKH784607168', 'SKH719943884', 'C597505', '693023', '887899']",100
303,asperger,"['ULIDAT02087383', 'NLM101173369', 'NLM101194462', 'NLM101161256', 'NLM101153100', 'M15773014', 'NLM101537282', '83534', 'C951840993', 'C951905946', 'C951841035', 'C951840992', 'C951841020', 'SKH253248922', 'SKH311704239', 'SKH718000900', 'M22045896', 'NLM101280110', 'NLM101278338', 'NLM101218291', 'NLM101218207', 'NLM101298682', '212618', '971702', 'SKH746098111', '98326', 'C952061884', '1094148', '890812', 'NLM101226240', 'NLM101667356', 'NLM101678332', 'M25270744', 'NLM101269244', 'NLM101181888', 'NLM101517048', 'NLM101242142', 'NLM101307763', 'M31248755', '404108', 'C952090523', 'C720859', 'C951841042', 'C952304550', 'C952484164', 'NLM9102008', 'NLM24210560R', 'NLM49710990R', 'NLM101526037', 'SKH162239122', 'SKH560393083', 'SKH717220737', 'SKH110748190', 'SKH230052959', 'TIB162239122', 'TIB547199740', 'C814160', 'M13684831', 'TIB024496936', 'SKH024496936', '1006968', 'TIB769298087', 'SKH776830112', 'TIB779242564', 'C952363138', 'ZBSPORT000693632', 'C952050516', 'C952185394', 'THIEME10_1055_s_0028_1109588', 'THIEME10_1055_s_0030_1256725', 'THIEME10_1055_s_0030_1262194', 'THIEME10_1055_s_0029_1239618', 'M19719004', 'C952080503', 'CC_BIBNET_careum80125', 'C502130', 'NLM1251675', 'NLM101094500', 'NLM101242504', 'NLM101218301', 'NLM101228184', 'NLM101486273', 'NLM101316724', 'NLM101591120', 'NLM101603655', 'NLM101241336', 'NLM101481220', 'SKH746084455', '915436', 'SKH600241092', '648679', '518215', '559654', '476562', 'M23208992', '14718', 'M19644786', 'NLM101491737', 'NLM101474305', 'NLM101178175']",100
278,hebamme,"['EZB41014', '276910', 'THIEME10_1055_s_2007_977471', 'CC_BIBNET_careum12208', 'CC_BIBNET_WEG4944', 'ZBSPORT004492757', 'THIEME10_1055_s_0043_120192', 'THIEME10_1055_s_0043_105939', 'CC_BIBNET_WEG5148', 'THIEME10_1055_s_0043_119744', 'NLM9107491', '346337', 'THIEME10_1055_s_0043_119862', 'THIEME10_1055_s_0043_108883', '1051043', 'THIEME10_1055_s_0043_112078', 'THIEME10_1055_a_0645_0663', 'THIEME10_1055_a_0648_2374', 'CC_BIBNET_careum109113', 'C952352136', 'C952352403', 'THIEME10_1055_s_2006_947843', 'CC_BIBNET_careum12017', '1015097', 'THIEME10_1055_a_0639_9018', 'CC_BIBNET_WEG2773', 'C951913292', 'THIEME10_1055_s_0043_108882', 'THIEME10_1055_s_2007_977482', 'THIEME10_1055_s_0042_122750', 'CC_BIBNET_careum12219', 'C491220', 'C676638', 'C19511', 'C952273951', 'C766402', 'C951859976', 'THIEME10_1055_s_0043_107162', 'THIEME10_1055_s_2005_865123', 'THIEME10_1055_s_2005_872281', 'CC_BIBNET_WEG2042', 'THIEME10_1055_s_0042_124656', 'CC_BIBNET_careum11951', 'CC_BIBNET_careum12203', 'CC_BIBNET_WEG5083', 'NLM9516293', 'THIEME10_1055_s_0043_108888', 'THIEME10_1055_s_0043_109149', 'THIEME10_1055_s_0031_1299560', 'CC_BIBNET_WEG2172', 'C952362828', 'C952352865', 'C952352003', 'C952352687', 'C952352171', 'C952352041', 'C952352226', 'C952352071', 'THIEME10_1055_a_0586_0470', 'CC_BIBNET_careum12168', 'CC_BIBNET_psch9925916998901791', 'CC_BIBNET_bibnet19495', 'CC_BIBNET_bibnet24602', 'CC_BIBNET_bibnet24737', 'CC_BIBNET_bibnet7510', 'CC_BIBNET_bibnet31978', '68121', 'C952385965', 'CC_BIBNET_WEG6604', 'C952742877', 'CC_BIBNET_bibnet6559', 'C952241330', 'C951934371', 'THIEME10_1055_s_2005_872285', 'CC_BIBNET_careum12207', 'CC_BIBNET_bibnet31332', 'CC_BIBNET_bibnet24542', 'THIEME10_1055_s_0043_118045', 'NLM0006715', 'C609494', 'C25891', 'C28582', 'C691485', 'SKH178853232', 'TIB172680549', 'SKH233268723', 'C951946056', 'C951946055', 'C952016259', 'C951964463', 'C952126273', 'C952474623', 'C952273964', 'C952474689', 'C952254243', 'C952104692', 'C952196363', 'C952196364', 'C952254242', 'C952126264']",100
276,icd AND 10,"['C951968516', 'C951948150', 'C24101', '336214', 'C951966024', '336729', '336215', 'C33390', 'C17287', 'HECLINETHN218891', 'C506265', 'NLM9605772', 'SKH042521637', 'SKH334408458', 'SKH191298212', 'SKH194895394', 'SKH357604296', 'SKH300692196', 'SKH148711073', '636805', 'C571200', 'C952118826', 'C952124729', 'C952049145', 'C675728', 'C952057687', 'C25686', 'C43504', 'C49524', 'C27167', 'C29752', 'C583138', 'C654512', 'C667602', 'C553414', 'C951955327', 'C951892824', 'C951901212', 'C951955463', 'C786490', 'C652344', 'C952285414', 'C952401688', 'C952359050', 'C952304606', 'C952524032', 'C38960', 'C487883', 'C494080', 'C19540', 'C487836', 'C512025', 'C485215', 'C541022', 'C535964', 'C494260', 'C25877', 'C490245', 'C494584', 'C26384', 'C503831', 'C53074', 'C516836', 'C524075', 'C617724', 'C652290', 'C661149', 'C615426', 'C502204', 'C545041', 'C534288', 'C579262', 'C29144', 'C590878', 'C596617', 'C509936', 'C559485', 'C529321', 'SKH014530740', 'C952607129', '351893', '313116', '313117', 'C952410128', 'C952124035', 'C800431', 'C951828282', 'C951849338', 'C952269179', 'C951968163', 'C951950627', 'C951889595', 'C951933141', 'C951985561', 'C951918112', 'C952136148', 'C952020284', '329323', '216959', '309848']",100
305,magersucht,"['SOMED417061', 'C952541707', 'C951926232', 'C952006397', 'C770960', 'C801683', 'C693250', 'C571340', 'C23685', 'SKH267742339', 'TIB02491679X', 'C952304398', 'C952573810', 'C952609690', 'C952701004', 'C952370083', 'C952166339', 'C952366208', 'SOMED328089', 'B75607', 'B2245988', 'B1952063', 'C952130655', 'C952056257', 'C952055788', 'C38421', 'C29734', 'C951938809', 'C951973281', 'C951932377', 'C951947523', 'C951915689', 'C951977402', 'C951985399', 'C951911164', 'C803150', 'C743331', 'C952414532', 'C952261548', 'C952379798', 'C952454310', 'NLM8506442', 'NLM9420520', 'SKH024147257', 'SKH127968423', 'SKH17220612X', 'SKH044184727', 'SKH507628667', 'SKH308728211', 'TIB022988319', 'TIB024147257', 'C583579', 'C951870425', 'C951881254', 'C951905329', 'C952048801', 'CC_BIBNET_rudolfiner45884', 'SKH022988319', 'MRI176157212', 'SOMED529684', 'SOMED433091', 'SOMED433078', 'SOMED433069', 'SOMED433204', 'SOMED433074', 'SOMED292838', 'SOMED292832', 'SOMED336953', 'SOMED336947', 'SOMED328088', 'C819174', '573988', 'ZBSPORT006279466', 'ZBSPORT006149765', 'C951968036', 'C951939550', 'THIEME10_1055_s_0028_1122671', 'THIEME10_1055_s_0043_118241', 'THIEME10_1055_s_0041_102320', 'THIEME10_1055_s_0028_1123376', 'C952013804', 'CC_BIBNET_careum70874', 'CC_BIBNET_careum72429', 'C952567599', 'SOMED508894', 'SKH323398502', 'THIEME10_1055_a_0580_3946', 'B2021791', 'B6313', 'SOMED353538', 'SOMED457443', 'C951959640', 'SOMED301002', 'SOMED507615', 'SOMED507616', '270311', '314641', 'B14709', 'C952073971', 'PSYNDEX2005517']",100
262,augenheilkunde,"['145520', 'SKH194185249', '255234', 'C952085026', 'SVM325789495', '736717', '454034', 'ZBSPORT013035047', 'C952218087', 'C779080', 'THIEME10_1055_s_0043_103118', 'EZB91650', 'NLM0003003', 'EZB170333', 'EZB9591', 'SKH167510851', 'SKH129463523', 'SKH129519081', '346305', '342530', '576493', 'C952419836', 'C952397052', '871357', 'NLM21730360R', 'SKH320498948', 'TIB320498948', 'SVM320498948', 'NLM21730370R', '350627', '1044063', 'NLM68020620R', 'SKH024837032', 'SKH13150245X', 'SKH490250270', 'SKH504004263', 'SKH166481025', 'SKH189170263', 'SKH177095563', 'SKH145076237', 'SKH772785686', 'SKH772785813', 'SKH772785740', 'SKH130099929', 'C951875391', 'C951838073', 'C951936527', '591069', 'C952500581', 'C952367880', 'C952229914', 'SKH789819651', 'SKH750510714', '515018', 'C952229389', 'C952313260', 'C952264653', 'C952212685', 'C952188982', 'C952126584', 'C952208435', 'THIEME10_1055_s_0043_105931', 'THIEME10_1055_s_0042_102351', 'THIEME10_1055_s_0041_109891', '345355', 'SKH325789495', 'THIEME10_1055_s_0034_1370860', 'THIEME10_1055_s_0032_1333491', 'THIEME10_1055_s_0032_1333381', 'THIEME10_1055_s_0042_109232', 'THIEME10_1055_s_0034_1372387', 'THIEME10_1055_s_0033_1343937', 'THIEME10_1055_s_0033_1356533', 'THIEME10_1055_s_0032_1328289', 'THIEME10_1055_s_0032_1328125', 'THIEME10_1055_s_0043_117767', 'THIEME10_1055_s_0043_117196', 'THIEME10_1055_s_0042_107696', 'TIB325789495', 'THIEME10_1055_s_0043_125003', 'C952128332', 'C952201292', 'C952053963', 'C744314', 'C796001', 'C952588971', 'C952588972', '359584', '1016961', '500676', '460752', '835675', '882738', 'EZB3048', 'SKH040547132', 'SKH129457094', '345200', '460838', '43339', 'THIEME10_1055_s_0042_103192']",100
250,rettungsdienst,"['C952382533', 'C736567', 'C952121894', 'C738778', 'C738783', 'C952114977', 'C952010089', 'C722725', 'C703385', 'C951915498', 'C951884880', 'C951871727', 'C952039653', 'C951970229', 'C771983', 'C794008', 'C794015', 'C794036', 'C794038', 'C784219', 'C607723', 'C607721', 'C952211861', 'C952211863', 'C952248892', 'C952431239', 'C952238947', 'C952357660', 'C535185', 'C607752', 'C607758', 'C607766', 'C618033', 'C952198455', 'C952115798', 'C952731997', 'C512996', 'C794029', 'C793990', 'C794039', 'C794033', 'C794003', 'C794007', 'C794012', 'C952609581', '419122', '1125939', 'C952051403', 'C952020597', 'C952581770', 'C504332', 'C779834', 'C952092250', 'C952129486', 'C952143216', 'C952143213', 'C952068195', 'C952121898', 'C952056777', 'C952056784', 'C952083664', 'C952083660', 'C952070331', 'C952136430', 'C952083670', 'C952070335', 'C952068179', 'C952068199', 'C952136417', 'C952072388', 'C703386', 'C730318', 'C709381', 'C738788', 'C709378', 'C757576', 'C765568', 'C718603', 'C718607', 'C703392', 'C736568', 'C718598', 'C779822', 'C730319', 'C951827482', 'C951827113', 'C951827117', 'C951827110', 'C760176', 'C730315', 'C952044441', 'C952044461', 'C952036531', 'C952036530', 'C952044447', 'C952044453', 'C952051404', 'C952044431', 'C952040893', 'C952040883']",100
